Trajectory,Frame,x,y
1.0,0.0,331.619171,0.742566
1.0,4.0,315.182007,0.90657
2.0,0.0,298.842896,219.730469
2.0,1.0,297.964539,222.501511
2.0,3.0,293.22583,222.818222
2.0,5.0,291.372559,217.942703
2.0,6.0,292.236908,217.992996
2.0,9.0,293.707397,220.621231
2.0,10.0,290.034241,221.634491
2.0,11.0,288.576233,222.238098
2.0,12.0,289.533325,224.526154
2.0,13.0,292.157745,227.455521
2.0,14.0,294.576111,229.72963
2.0,15.0,293.415192,232.007645
2.0,16.0,297.578644,231.667053
2.0,17.0,297.792236,229.679733
2.0,18.0,295.286743,230.270126
2.0,19.0,294.253815,227.86647
2.0,20.0,294.906219,226.510666
2.0,22.0,295.886475,226.436111
2.0,23.0,297.644287,227.626617
2.0,24.0,300.398438,222.459671
2.0,25.0,302.984314,219.489319
2.0,26.0,301.974976,218.385376
2.0,27.0,303.215454,218.451721
2.0,28.0,305.515015,217.336197
2.0,29.0,302.681122,216.93042
2.0,30.0,302.448608,216.360718
2.0,31.0,307.69754,214.328629
2.0,32.0,309.106506,212.553711
2.0,33.0,306.554749,214.446304
2.0,34.0,303.297333,213.709045
2.0,36.0,291.355255,213.466507
2.0,37.0,291.453339,216.567764
2.0,39.0,294.530151,219.716553
2.0,40.0,298.692657,223.656143
2.0,41.0,296.833618,222.414917
2.0,42.0,296.108124,221.723679
2.0,43.0,297.414307,227.312851
2.0,44.0,299.774261,231.360596
2.0,46.0,299.99527,228.072495
2.0,47.0,301.825256,231.025146
2.0,48.0,302.727051,230.894058
2.0,49.0,299.93045,230.027985
2.0,52.0,288.771057,241.708725
2.0,53.0,284.468658,240.336472
2.0,54.0,283.097778,240.732727
2.0,55.0,284.18045,242.693039
2.0,56.0,282.466278,241.317032
2.0,57.0,280.360748,242.247498
2.0,58.0,281.602448,243.467224
2.0,60.0,280.705139,244.405014
2.0,63.0,275.402893,241.575287
3.0,0.0,360.093781,253.781891
3.0,1.0,359.239594,254.53566
3.0,4.0,358.249847,254.557327
4.0,0.0,356.840607,254.827164
4.0,1.0,356.745972,255.353592
4.0,2.0,357.560822,255.325073
4.0,3.0,356.039459,255.527588
4.0,4.0,356.059174,255.448929
4.0,5.0,356.729095,254.986038
4.0,6.0,356.676331,255.149582
4.0,7.0,356.841431,255.988068
4.0,8.0,356.049988,254.604172
4.0,9.0,356.654633,254.782349
4.0,10.0,356.812561,255.29007
4.0,11.0,357.620667,256.152496
4.0,12.0,356.728546,255.503082
4.0,13.0,358.151337,254.873703
4.0,14.0,356.066284,255.4328
4.0,15.0,356.708313,255.35643
4.0,16.0,356.765503,255.40834
4.0,17.0,356.828766,255.436508
4.0,18.0,357.406708,256.171814
4.0,19.0,357.037292,255.435684
4.0,20.0,357.471558,254.998856
4.0,21.0,357.799438,255.127304
4.0,22.0,356.739655,256.108276
4.0,23.0,358.2052,256.246307
4.0,25.0,357.441711,255.228104
4.0,26.0,357.400909,255.491562
4.0,29.0,357.038208,255.650116
4.0,32.0,357.418457,254.775177
4.0,33.0,357.621338,255.480515
4.0,34.0,356.938812,255.3909
4.0,35.0,357.581482,255.47113
4.0,36.0,357.025299,255.579071
4.0,37.0,357.276642,255.248428
4.0,38.0,356.88913,255.393555
4.0,39.0,357.01355,255.318283
4.0,40.0,357.038544,255.324203
4.0,41.0,356.731812,255.557007
4.0,42.0,356.948456,255.428772
4.0,43.0,357.021881,255.377747
4.0,44.0,356.681488,255.413345
4.0,45.0,358.304626,254.92218
4.0,46.0,357.491852,255.357101
4.0,47.0,356.07608,256.009521
4.0,48.0,356.810028,255.549255
4.0,49.0,355.829285,255.301086
4.0,50.0,357.513275,256.941742
4.0,51.0,356.839355,255.377655
4.0,53.0,357.19458,254.720337
4.0,54.0,355.963318,255.313232
4.0,55.0,356.938812,255.353653
4.0,56.0,357.329224,255.378876
4.0,57.0,357.474945,255.305389
4.0,58.0,356.970978,255.436676
4.0,59.0,356.848175,255.172577
4.0,60.0,356.92337,255.365067
4.0,61.0,357.46283,256.120941
4.0,62.0,356.846161,255.420074
4.0,63.0,356.675842,255.257065
4.0,64.0,356.915863,255.173889
4.0,65.0,356.733276,255.328369
4.0,66.0,358.033142,254.666031
4.0,67.0,356.930359,255.227402
4.0,68.0,356.988129,254.802567
4.0,69.0,356.903992,255.208435
4.0,70.0,356.908142,255.0522
4.0,71.0,357.606537,255.381226
4.0,72.0,357.022858,255.171661
4.0,73.0,356.863129,255.303909
4.0,74.0,357.384644,255.260651
4.0,75.0,355.989014,255.32309
4.0,76.0,356.739807,255.303696
4.0,77.0,356.60318,255.384552
4.0,78.0,356.656281,255.307358
4.0,79.0,356.731079,254.781967
4.0,80.0,356.88974,255.349564
4.0,81.0,357.390259,257.190186
4.0,82.0,356.715393,255.358887
4.0,83.0,358.059357,257.011597
4.0,84.0,356.798523,255.384079
4.0,85.0,356.798096,255.438477
4.0,86.0,356.733154,254.711502
4.0,87.0,357.277252,254.786331
4.0,88.0,357.080048,255.255539
4.0,89.0,358.018616,254.641693
4.0,90.0,357.30246,254.989929
4.0,91.0,357.493408,255.31543
4.0,92.0,356.954224,255.438644
4.0,93.0,356.800934,255.379944
4.0,94.0,356.823456,255.245117
4.0,95.0,357.437317,255.264374
4.0,96.0,356.93689,255.501602
4.0,97.0,356.759796,255.303238
4.0,98.0,357.405243,254.837952
4.0,99.0,356.747375,255.430115
4.0,100.0,356.78479,255.460785
4.0,101.0,356.975647,254.833588
4.0,102.0,357.302368,255.151642
4.0,103.0,356.909729,255.350037
4.0,104.0,357.534393,255.038361
4.0,105.0,356.991425,254.942947
4.0,106.0,356.802765,255.441116
4.0,107.0,356.696991,255.235458
4.0,108.0,356.656738,256.137299
4.0,109.0,356.715424,256.066559
4.0,110.0,357.406494,256.246185
4.0,113.0,356.632507,255.941147
4.0,114.0,357.072144,254.849945
4.0,115.0,356.648804,254.836563
4.0,116.0,356.851715,255.321365
4.0,117.0,356.819031,255.943573
4.0,118.0,356.015015,255.167847
4.0,119.0,357.34613,255.386368
4.0,120.0,356.724121,255.304184
4.0,121.0,356.864197,255.08783
4.0,122.0,356.904022,255.447723
4.0,123.0,356.760498,255.554398
4.0,124.0,357.332855,255.942184
4.0,125.0,356.578369,255.295151
4.0,126.0,356.910034,255.375824
4.0,127.0,356.839233,254.796738
4.0,128.0,356.875214,255.2388
4.0,129.0,355.927094,254.72525
4.0,130.0,356.768677,255.321579
4.0,131.0,356.769562,255.252563
4.0,132.0,357.276825,255.979172
4.0,133.0,356.762054,254.697662
4.0,134.0,356.756592,255.384354
4.0,135.0,356.651367,255.975204
4.0,136.0,357.514221,256.161377
4.0,137.0,355.889404,255.540665
4.0,138.0,356.759613,255.228622
4.0,139.0,355.865387,253.864487
4.0,140.0,355.896271,254.623291
4.0,141.0,356.811218,255.434708
4.0,142.0,356.89679,254.029419
4.0,143.0,356.79364,255.248978
4.0,144.0,357.287689,255.418488
4.0,145.0,356.808807,255.432068
