Trajectory,Frame,x,y
1.0,0.0,246.315445,44.994946
1.0,1.0,245.974243,45.526474
1.0,2.0,246.491806,45.198639
1.0,3.0,246.141449,44.769054
1.0,4.0,246.205643,45.259613
1.0,5.0,246.358276,45.330158
1.0,6.0,246.450226,45.402687
1.0,7.0,246.228333,45.387302
1.0,8.0,246.431793,44.939873
1.0,9.0,246.2854,44.666321
1.0,10.0,246.218735,45.302753
1.0,11.0,246.479126,45.1371
1.0,12.0,246.554031,45.205151
1.0,13.0,245.805771,45.284298
1.0,14.0,246.154968,45.438232
1.0,15.0,246.319489,45.191631
1.0,16.0,246.215912,45.479702
1.0,17.0,245.93924,45.275414
1.0,18.0,245.778,45.469696
1.0,19.0,246.337143,45.615234
1.0,20.0,246.127853,45.432945
1.0,21.0,246.300903,45.995663
1.0,22.0,246.345093,44.647312
1.0,23.0,246.177017,44.8764
1.0,25.0,246.312073,45.435177
1.0,26.0,246.458099,45.473141
1.0,27.0,246.24057,45.382553
1.0,28.0,246.033646,44.593887
1.0,29.0,246.077347,45.263485
1.0,30.0,246.270828,45.423477
1.0,31.0,246.587341,45.549973
1.0,32.0,246.361633,45.336208
1.0,33.0,246.355927,45.627636
1.0,34.0,246.209671,45.237827
1.0,35.0,246.181839,44.929245
1.0,36.0,246.390488,45.314186
1.0,37.0,246.345001,45.386223
1.0,38.0,246.828476,45.435337
1.0,39.0,246.088776,45.090271
1.0,40.0,246.207962,45.233643
1.0,41.0,246.147705,45.246666
1.0,42.0,246.433899,45.234623
1.0,43.0,246.215637,45.40519
1.0,44.0,246.363403,45.336189
1.0,45.0,246.39856,45.308147
1.0,46.0,246.355927,45.443817
1.0,47.0,246.455673,45.175388
1.0,48.0,246.394775,45.208904
1.0,49.0,245.49295,45.331692
1.0,50.0,246.300034,45.190208
1.0,51.0,246.09906,45.404278
1.0,53.0,246.134171,45.293453
1.0,54.0,246.195145,45.28791
1.0,55.0,246.315308,45.518425
1.0,56.0,246.165451,45.132065
1.0,57.0,246.192032,45.485771
1.0,58.0,246.18045,45.613209
1.0,59.0,244.951401,44.624828
1.0,60.0,246.372971,45.664322
1.0,61.0,245.668045,45.392551
1.0,62.0,245.712082,45.382462
1.0,63.0,245.850647,45.305767
1.0,64.0,245.651489,44.9548
1.0,65.0,245.808334,45.034851
1.0,66.0,246.348297,45.334274
1.0,67.0,246.370483,45.239674
1.0,68.0,245.513794,45.178543
1.0,69.0,245.89975,44.921894
1.0,70.0,246.258041,45.224312
1.0,71.0,245.825012,44.690506
1.0,72.0,245.459335,45.392212
1.0,73.0,245.689285,45.470425
1.0,74.0,245.785309,45.540462
1.0,75.0,245.709381,45.291664
1.0,76.0,245.750336,45.143875
1.0,77.0,246.12648,45.424076
1.0,78.0,245.73851,45.482906
1.0,79.0,245.327805,45.224255
1.0,80.0,245.775436,44.810062
1.0,81.0,246.18454,45.447247
1.0,82.0,246.493393,45.539719
1.0,83.0,246.70929,45.568119
1.0,84.0,246.331909,45.324829
1.0,85.0,245.881927,45.682159
1.0,86.0,246.529251,45.485134
1.0,87.0,246.35556,46.006104
1.0,88.0,246.053375,45.181038
1.0,89.0,245.838867,45.333633
1.0,90.0,246.165344,45.569935
1.0,91.0,245.661392,45.102375
1.0,92.0,245.749527,45.671921
1.0,93.0,245.69426,45.418259
1.0,94.0,245.681335,45.196484
1.0,95.0,245.450623,45.457767
1.0,96.0,245.733139,45.459904
1.0,97.0,245.722137,45.113422
1.0,98.0,245.434448,44.835197
1.0,99.0,245.668961,44.553646
1.0,100.0,245.736771,45.250137
1.0,101.0,245.821396,45.587627
1.0,102.0,245.751022,45.316784
1.0,103.0,245.691406,45.31815
1.0,104.0,245.600113,45.381893
1.0,105.0,245.677902,44.724709
1.0,106.0,245.869308,45.208286
1.0,107.0,246.146423,45.228218
1.0,108.0,245.887802,45.455635
1.0,109.0,245.29866,45.223
1.0,110.0,245.622528,45.118687
1.0,111.0,245.587387,44.984226
