Trajectory,Frame,x,y
1.0,0.0,224.010025,65.701241
1.0,1.0,223.388458,65.698105
1.0,2.0,225.43335,64.367958
1.0,3.0,227.56369,63.949528
1.0,4.0,228.70137,65.099724
1.0,5.0,229.783752,62.569069
1.0,6.0,230.242783,62.468758
1.0,7.0,232.437607,62.65596
1.0,8.0,233.20134,61.344875
1.0,9.0,231.772324,59.367996
1.0,10.0,232.312592,60.078854
1.0,11.0,231.381577,58.28545
1.0,12.0,232.74678,58.492554
1.0,13.0,234.45903,58.601151
1.0,14.0,235.637695,61.784306
1.0,15.0,235.735489,62.560818
1.0,16.0,236.047836,62.66917
1.0,17.0,237.189911,62.490047
1.0,18.0,239.442108,60.470936
1.0,19.0,240.702744,59.752064
1.0,20.0,241.794998,59.986137
1.0,21.0,242.455643,60.742508
1.0,22.0,244.681488,60.589981
1.0,23.0,245.05072,61.434708
1.0,24.0,243.61235,62.4394
1.0,25.0,242.432831,65.616791
1.0,26.0,242.198761,66.588234
1.0,27.0,240.927567,66.166794
1.0,28.0,241.211563,62.92091
1.0,29.0,240.693756,60.470318
1.0,30.0,242.17218,61.236652
1.0,31.0,242.627365,62.554443
1.0,32.0,246.677582,63.451283
1.0,33.0,249.436661,64.408836
1.0,34.0,248.862534,64.229233
1.0,35.0,248.353989,65.664772
1.0,36.0,248.003357,66.749947
1.0,37.0,245.122147,67.008514
1.0,38.0,243.425293,65.652992
1.0,39.0,243.092209,66.580956
1.0,40.0,241.79068,67.152992
1.0,41.0,240.66658,69.000885
1.0,42.0,244.386047,69.954636
1.0,43.0,245.871582,70.249336
1.0,44.0,246.508484,67.200188
1.0,45.0,246.463104,66.476753
1.0,46.0,244.640259,66.736954
1.0,47.0,243.810623,68.529793
1.0,48.0,245.444931,67.625961
1.0,49.0,246.361176,65.352028
1.0,50.0,245.555206,66.170616
1.0,51.0,246.038132,67.126968
1.0,52.0,244.695541,66.652138
1.0,53.0,243.535019,65.507988
1.0,54.0,244.516571,62.846287
1.0,55.0,245.297546,62.474392
1.0,56.0,248.361588,62.278378
1.0,57.0,248.864548,62.315136
1.0,58.0,248.559677,62.195618
1.0,59.0,247.458542,63.402668
1.0,60.0,245.37706,62.622486
1.0,61.0,244.446716,63.617165
1.0,62.0,243.216232,64.095192
1.0,63.0,242.414688,62.040085
1.0,64.0,243.289383,62.137554
1.0,65.0,243.493591,62.22723
1.0,66.0,244.331436,63.044876
1.0,67.0,240.218399,62.643318
1.0,68.0,240.31987,60.627796
1.0,69.0,241.947098,62.307323
1.0,70.0,241.797821,63.589642
1.0,71.0,244.141785,62.260479
1.0,72.0,243.410324,60.109154
1.0,73.0,240.738022,61.399651
1.0,74.0,240.605759,63.289795
1.0,75.0,240.226868,63.798977
1.0,76.0,239.324234,64.473755
1.0,77.0,238.921967,63.123959
1.0,78.0,240.315491,64.440773
1.0,79.0,239.699326,64.079239
1.0,80.0,238.63765,67.287971
1.0,81.0,237.690262,68.2603
1.0,82.0,240.36969,67.740944
1.0,83.0,241.189835,67.324516
1.0,84.0,240.119705,62.837177
1.0,85.0,240.585526,62.501858
1.0,86.0,241.260864,61.717533
1.0,87.0,245.188492,62.200069
1.0,88.0,246.474335,63.786377
1.0,89.0,249.671127,68.179123
1.0,90.0,250.462189,70.181351
1.0,91.0,250.279984,71.48407
1.0,92.0,252.415665,70.456734
1.0,93.0,251.517044,72.129562
1.0,94.0,250.560364,72.303551
1.0,95.0,249.47023,72.4039
1.0,96.0,247.458832,71.564293
1.0,97.0,247.983643,72.409264
1.0,98.0,246.211166,73.571983
1.0,99.0,249.453018,74.104004
1.0,100.0,249.175354,73.751236
1.0,101.0,248.731567,71.829857
1.0,102.0,248.632309,70.645325
1.0,103.0,247.325485,69.750549
1.0,104.0,248.494766,69.181778
1.0,105.0,249.829742,71.625275
1.0,106.0,248.658905,73.394928
1.0,107.0,249.351334,73.041962
1.0,108.0,250.726624,74.348427
1.0,109.0,253.997452,75.047729
1.0,110.0,253.42067,75.590561
1.0,111.0,252.481689,74.064247
1.0,112.0,252.508957,74.09478
1.0,113.0,254.330765,75.354965
1.0,114.0,254.808502,75.363213
1.0,115.0,256.855011,77.417976
1.0,116.0,256.432953,77.599724
1.0,117.0,254.493469,77.388725
1.0,118.0,253.112747,76.582626
1.0,119.0,253.809204,77.833054
1.0,120.0,253.122543,77.528191
1.0,121.0,253.924103,78.842842
1.0,122.0,255.866425,78.103401
1.0,123.0,256.487091,75.599487
1.0,124.0,258.316071,73.948608
1.0,125.0,260.54184,73.364105
1.0,126.0,259.620361,72.280312
1.0,127.0,259.199219,74.713768
1.0,128.0,258.680054,74.518829
1.0,129.0,257.888824,73.396561
1.0,130.0,259.497589,71.703011
1.0,131.0,257.781189,73.654808
1.0,132.0,256.407776,74.374641
1.0,133.0,255.852646,72.479584
1.0,134.0,255.380508,71.201378
1.0,135.0,254.349808,71.651489
1.0,136.0,258.36557,72.129662
1.0,137.0,258.316956,73.308083
1.0,138.0,257.68222,69.346413
1.0,139.0,257.372742,67.056259
1.0,140.0,256.535614,67.50515
1.0,141.0,257.662537,67.616051
1.0,142.0,254.663803,69.147141
1.0,143.0,255.666046,68.522888
1.0,144.0,258.482117,68.194771
1.0,145.0,259.927673,66.45295
1.0,146.0,261.105042,64.573418
1.0,147.0,260.074188,63.565094
1.0,148.0,257.733246,63.477631
1.0,149.0,258.437714,63.389793
1.0,150.0,258.333038,62.994392
1.0,151.0,257.449921,64.419594
1.0,152.0,257.198029,64.693779
1.0,153.0,256.478424,63.887897
1.0,154.0,258.433716,64.99157
1.0,155.0,258.729279,65.475594
1.0,156.0,259.257202,66.574051
1.0,157.0,262.08432,64.304718
1.0,158.0,261.751099,64.26107
1.0,159.0,264.830017,65.4674
1.0,160.0,265.640686,66.339737
1.0,161.0,267.488861,66.017715
1.0,162.0,268.211914,67.394676
1.0,163.0,266.842926,70.54248
1.0,164.0,267.574036,71.573662
1.0,165.0,267.376068,68.587799
1.0,166.0,267.864563,66.761528
1.0,167.0,268.968567,65.999901
1.0,168.0,267.311432,66.742599
1.0,169.0,266.506165,67.171852
1.0,170.0,265.430176,67.425308
1.0,171.0,263.964142,67.70047
1.0,172.0,264.205017,68.022797
1.0,173.0,266.550507,68.062515
1.0,174.0,265.653107,68.78299
1.0,175.0,266.770386,66.492645
1.0,176.0,268.057434,66.404976
1.0,177.0,265.240356,66.305328
1.0,178.0,260.05069,65.592583
1.0,179.0,261.777649,65.138184
1.0,180.0,260.7005,66.750397
1.0,181.0,260.167725,67.913315
1.0,182.0,258.714905,67.509331
1.0,183.0,255.25383,67.726021
1.0,184.0,255.325897,68.256409
2.0,0.0,375.241608,131.178177
2.0,4.0,375.542786,131.715469
2.0,5.0,374.673401,131.536102
3.0,0.0,450.036652,304.327881
3.0,4.0,454.159729,294.165161
4.0,0.0,415.741425,360.227051
4.0,1.0,416.045471,360.811005
4.0,5.0,415.814758,360.956207
4.0,7.0,418.295685,359.884399
4.0,9.0,418.044556,360.743164
5.0,0.0,156.66124,441.588196
5.0,1.0,155.855392,440.906067
5.0,2.0,156.170563,441.039856
5.0,3.0,157.725113,441.943665
5.0,4.0,157.138962,441.517975
5.0,5.0,156.774231,441.367859
5.0,6.0,156.632065,441.999237
5.0,7.0,157.200867,441.585388
5.0,10.0,158.402466,441.419891
5.0,12.0,157.827408,441.556061
5.0,13.0,158.811478,441.581329
5.0,14.0,157.577454,441.805725
5.0,15.0,157.176422,441.65329
5.0,16.0,157.147827,441.933472
5.0,17.0,157.244827,441.426605
5.0,18.0,157.042221,441.810455
5.0,20.0,157.417587,441.419739
5.0,21.0,157.67482,441.817902
6.0,1.0,135.129272,77.298431
6.0,2.0,133.881378,77.242844
7.0,1.0,425.871979,125.822037
7.0,5.0,439.995026,124.442139
8.0,2.0,199.050323,217.930466
8.0,3.0,199.943924,218.399109
9.0,2.0,427.905548,251.033447
9.0,6.0,439.580444,239.165237
10.0,3.0,313.220856,178.71666
10.0,4.0,313.407318,179.100067
10.0,7.0,312.931213,178.876373
10.0,11.0,318.934235,198.582718
11.0,3.0,426.896484,391.688843
11.0,5.0,420.062683,398.911743
12.0,4.0,56.139816,77.144753
12.0,8.0,63.273129,90.872742
13.0,5.0,460.789215,50.363682
